name_company,upadte_date,rank,age,level,experience,salary,Tên công việc,Mã công việc
ĐẠI LÝ GAS LÊ MINH,14/02/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,9.000.000VNĐ,NHÂN VIÊN GIAO GAS (BAO ĂN Ở),CV2023-26601
Ốc Mắm Sữa (gói 500k/lđ),14/02/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,Thoả thuận,nhân viên phục vụ,CV2023-26608
Công ty TNHH ALPHA Việt Nam (KIRIFURI),14/02/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,11.000.000VNĐ,LAO ĐỘNG PHỔ THÔNG/GIAO NƯỚC/TIẾP THỊ NƯỚC,CV2023-26609
CÔNG TY TNHH KỸ THUẬT ĐỊA CẦU,15/02/2023,Nhân viên,,Chứng chỉ - Sơ cấp nghề,Không yeu cau,Thoả thuận,NHÂN VIÊN KỸ THUẬT,CV2023-26605
Công Ty TNHH Hỗ Trợ Sản Xuất Đông Nam Á,15/02/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,12.000.000VNĐ,Nhân Viên Kỹ Thuật,CV2023-26611
PHAM GIA BUSINESS INVESTMENT IMPORT EXPORT COMPANY LIMITED,16/02/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,6.000.000VNĐ,NHÂN VIÊN PHỤ VIỆC,CV2023-26612
VIETTEL THÀNH PHỐ HỒ CHÍ MINH,16/02/2023,Nhân viên,0.0,Cao đẳng,Không yeu cau,20.000.000VNĐ,NHÂN VIÊN KINH DOANH,CV2022-26499
CÔNG TY TNHH CÔNG NGHỆ NÔNG NGHIỆP SHINADA,17/02/2023,Nhân viên,40.0,Lao động phổ thông,Không yeu cau,10.000.000VNĐ,NHÂN VIÊN KINH DOANH,CV2022-26555
CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM DUY ANH,18/02/2023,Nhân viên,35.0,Trung cấp,Không yeu cau,Thoả thuận,Nv Xuất Nhập Khẩu biết Tiếng Anh / Nv Văn Thư-NV Làm Hồ Sơ Thầu / Nv Kỹ Thuật Phụ Phòng Mổ,CV2023-26599
CÔNG TY TNHH KIẾN TRÚC XÂY DỰNG Ô VAN,23/02/2023,Nhân viên,,Trung cấp,Không yeu cau,8.000.000VNĐ,ĐIỆN CÔNG TRÌNH VÀ CÔNG NHÂN KỸ THUẬT ĐIỆN,CV2022-26419
KHÁCH SẠN INDOCHINE,23/02/2023,Nhân viên,50.0,Lao động phổ thông,Không yeu cau,Thoả thuận,TẠP VỤ / LỄ TÂN,CV2023-26623
THẬP NHẤT PHONG  HOTEL,27/02/2023,Nhân viên,25.0,Lao động phổ thông,một,Thoả thuận,NHÂN VIÊN LỄ TÂN,CV2023-26627
Công ty TNHH Dược phẩm Medvie,28/02/2023,Nhân viên,,Trung cấp,Không yeu cau,Thoả thuận,NHÂN VIÊN KHO,CV2023-26621
CÔNG TY GIÁO DỤC HỒNG HẢI,01/03/2023,Nhân viên,35.0,Trung cấp,Không yeu cau,Thoả thuận,GIÁO VIÊN CAN THIỆP SỚM CHO TRẺ ĐẶC BIỆT,CV2023-26631
Công Ty Cổ Phần Đầu Tư Địa Ốc Sài Gòn King Land,01/03/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,Thoả thuận,CHUYÊN VIÊN KINH DOANH,CV2023-26632
Quán 3 Mẹt,02/03/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,Thoả thuận,"BÁN HÀNG / PHỤ BẾP / GÓI BÁNH NẬM, LỌC / NẤU BẾP",CV2023-26634
CÔNG TY TNHH BASF VIỆT NAM,03/03/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,Thoả thuận,TẠP VỤ,CV2023-26636
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HỒNG THỊNH,07/03/2023,Nhân viên,18.0,Trung học phổ thông,Không yeu cau,8.000.000VNĐ,KẾ TOÁN VĂN PHÒNG/ NHÂN VIÊN TIẾP THỊ THỊ TRƯỜNG,CV2023-26638
CÔNG TY TNHH SÁCH THIẾT BỊ GIÁO DỤC ĐỨC TRÍ,09/03/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,6.500.000VNĐ,BÁN HÀNG/LAO ĐỘNG PHỔ THÔNG,CV2022-26547
TRƯỜNG THPT THỦ KHOA HUÂN,09/03/2023,Nhân viên,60.0,Lao động phổ thông,Không yeu cau,Thoả thuận,"BẾP TRƯỞNG + PHỤ BẾP (TRƯỜNG HỌC, BAO ĂN Ở)",CV2023-26646
CÔNG TY TNHH THIỆN HẢO,10/03/2023,Nhân viên,35.0,Trung học phổ thông,Không yeu cau,9.000.000VNĐ,KINH DOANH / KẾ TOÁN,CV2023-26644
CN CÔNG TY CỔ PHẦN CHUYỂN PHÁT NHANH  HÀNG KHÔNG ĐÔNG NAM Á,13/03/2023,Nhân viên,,Cao đẳng,Không yeu cau,Thoả thuận,KẾ TOÁN/VĂN PHÒNG,CV2023-26633
KHÁCH SẠN THIÊN XUÂN BONAMI,14/03/2023,Nhân viên,35.0,Lao động phổ thông,Không yeu cau,7.000.000VNĐ,LỄ TÂN,CV2023-26651
Công ty TNHH THƯƠNG MẠI DỊCH VỤ ENDLESS,20/03/2023,Nhân viên,0.0,Cao đẳng,Không yeu cau,20.000.000VNĐ,NHÂN VIÊN VĂN PHÒNG /SALE,CV2023-26656
VIỆN THẨM MỸ CHỊ ĐẸP,21/03/2023,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,7.000.000VNĐ,LỄ TÂN / KỸ THUẬT VIÊN,CV2023-26658
CỬA HÀNG HUYỀN BÍ (gói 500),21/03/2023,Nhân viên,,Trung học phổ thông,Không yeu cau,Thoả thuận,Nhân viên bán hàng (bán hàng thủ công cho người nước ngoài),CV2023-26649
CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN VÀ THƯƠNG MẠI QUỐC TẾ VIỆT AN,27/03/2023,Nhân viên,,Cao đẳng,một,Thoả thuận,KẾ TOÁN CÔNG NỢ + PHỤC VỤ (CỬA HÀNG GÀ RÁN),CV2023-26664
NHÀ HÀNG NHẬT BẢN HOA TUYẾT,28/03/2023,Nhân viên,55.0,Lao động phổ thông,Không yeu cau,8.000.000VNĐ,TẠP VỤ / PHỤC VỤ,CV2023-26667
TƯ NHÂN - CÔ MAI PHƯƠNG,28/03/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,8.000.000VNĐ,GIÚP VIỆC NHÀ (BAO ĂN Ở) loại hai,CV2023-26672
CÔNG TY ĐỊA ỐC MINH ĐỨC,29/03/2023,Nhân viên,47.0,Lao động phổ thông,Không yeu cau,10.000.000VNĐ,KẾ TOÁN / VĂN PHÒNG (loại 2),CV2023-26665
DBI – Design Build International Vietnam Company Limited,07/04/2023,Nhân viên,0.0,Đại học,ba,Thoả thuận,Chuyên Viên (Bim modeler),CV2023-26676
CÔNG TY TNHH TM MẪN ĐẠT,10/04/2023,Nhân viên,45.0,Lao động phổ thông,Không yeu cau,6.000.000VNĐ,LÊ TÂN / NHẬP LIỆU / THIẾT KẾ / PHỤ VIỆC VĂN PHÒNG / GIAO HÀNG / KHO / NHÂN VIÊN IT / TẠP VỤ,CV2023-26657
CƠ SỞ MINH THIỆN,10/04/2023,Nhân viên,30.0,Lao động phổ thông,Không yeu cau,Thoả thuận,ĐỨNG MÁY GIA CÔNG DÂY CÁP ĐIỆN,CV2023-26677
BÁNH MÌ KIM DUNG,18/04/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,30.000VNĐ,NHÂN VIÊN PHỤ BÁN BÁNH MÌ LÂU DÀI,CV2023-26691
HỘ KINH DOANH  TÂN THỚI SƠN,20/04/2023,Nhân viên,18.0,Lao động phổ thông,Không yeu cau,10.000.000VNĐ,SÀN XUẤT NƯỚC ĐÁ (BAO Ở),CV2022-26324
CTY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ PHÚC NGUYỄN,20/04/2023,Nhân viên,,Cao đẳng,một,9.000.000VNĐ,HÀNH CHÍNH NHÂN SỰ (CTV),CV2023-26687
CTY CP HỌC VIỆN ĐÀO TẠO CMA,20/04/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,Thoả thuận,Editor (CTV),CV2023-26685
NHÀ VĂN HÓA THANH NIÊN,20/04/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN LAO ĐỘNG PHỔ THÔNG,CV2023-26697
NHÀ VĂN HÓA THANH NIÊN,20/04/2023,Nhân viên,30.0,Trung cấp,Không yeu cau,Thoả thuận,NHÂN VIÊN KỸ THUẬT,CV2023-26696
KHÁCH SẠN - NHÀ HÀNG LÚA ĐẠI VIỆT,21/04/2023,Nhân viên,50.0,Trung học phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN BUỒNG PHÒNG,CV2023-26700
CTY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ PHÚC NGUYỄN,24/04/2023,Nhân viên,22.0,Cao đẳng,một,9.000.000VNĐ,THỦ KHO (CTV),CV2023-26688
Happy Fruits (CAFE - NƯỚC ÉP),25/04/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN QUÁN CÀ PHÊ (theo ca),CV2022-26128
VĂN PHÒNG DI TRÚ VIET TRAVEL,25/04/2023,Nhân viên,30.0,Trung học phổ thông,Không yeu cau,8.000.000VNĐ,NHÂN VIÊN VĂN PHÒNG,CV2022-26390
CTY TNHH NGUYÊN KHANG,26/04/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,5.500.000VNĐ,LAO ĐỘNG PHỔ THÔNG (BAO ĂN Ở)+ THỦ KHO,CV2023-26710
CÔNG TY TNHH TKSIC,26/04/2023,Nhân viên,,Trung cấp,Không yeu cau,20.000.000VNĐ,NHÂN VIÊN KINH DOANH,CV2022-26414
TƯ NHÂN ANH DŨNG,28/04/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,7.000.000VNĐ,GIỮ XE BAO ĂN Ở (GÓI CTV),CV2023-26713
LỚP MẪU GIÁO QUỲNH TRANG,28/04/2023,Nhân viên,,Lao động phổ thông,một,6.000.000VNĐ,BẢO MẪU (gói CTV),CV2023-26715
Mulberry spa & hair studio,04/05/2023,Nhân viên,,Trung học phổ thông,Không yeu cau,6.000.000VNĐ,NHÂN VIÊN LỄ TÂN SPA,CV2023-26717
CỬA HÀNG QUẦN ÁO THỜI TRANG TAKA,15/05/2023,Nhân viên,25.0,Lao động phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN BÁN HÀNG (CTV),CV2023-26724
CTY TNHH NGUYÊN KHANG,20/05/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,Thoả thuận,LAO ĐỘNG PHỔ THÔNG,CV2023-26628
Cty TNHH WOOD GPD,20/05/2023,Nhân viên,50.0,Lao động phổ thông,Không yeu cau,400.000VNĐ,LAO ĐỘNG PHỔ THÔNG,CV2023-26585
CÔNG TY TNHH TM - DV - KT KIM NAM,24/05/2023,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,8.000.000VNĐ,Nhân Viên Kinh Doanh/ Nhân Viên Kỹ Thuật Kiểm Tra Thiết Bị Tàu Biển/ Nhân Viên Điện Tử Công Nghiệp,CV2023-26731
CÔNG TY TNHH TT FOOD VIỆT NAM,25/05/2023,Nhân viên,25.0,Lao động phổ thông,một,8.000.000VNĐ,BẾP CHÍNH / PHỤ BẾP,CV2022-26355
KHÁCH SẠN - NHÀ HÀNG LÚA ĐẠI VIỆT,25/05/2023,Nhân viên,50.0,Lao động phổ thông,Không yeu cau,7.000.000VNĐ,Nhân viên Tạp vụ,CV2023-26725
CTY TNHH DV TV LONG QUY,29/05/2023,Nhân viên,35.0,Lao động phổ thông,Không yeu cau,18.000.000VNĐ,"BIÊN, PHIÊN DỊCH VIÊN",CV2023-26728
CTY TNHH DE MONÉ WORKSHOP,29/05/2023,Nhân viên,,Lao động phổ thông,một,8.000.000VNĐ,KẾ TOÁN BÁN HÀNG,CV2023-26686
PHÒNG ĐẠO TẠO - TRUNG TÂM DỊCH VỤ VIỆC LÀM THANH NIÊN TP. HCM,30/05/2023,Nhân viên,,Đại học,Không yeu cau,Thoả thuận,GIÁO VIÊN TIN HỌC CẤP TIỂU HỌC,CV2021-26109
TRUYỀN HÌNH CÁP SCTV - PHAN XÍCH LONG,31/05/2023,Nhân viên,35.0,Trung cấp,Không yeu cau,Thoả thuận,KỸ THUẬT VIÊN,CV2022-26255
TRUNG TÂM ĐIỆN TỬ ĐIỆN LẠNH HOÀNG HẢI,06/06/2023,Nhân viên,,Cao đẳng,Không yeu cau,Thoả thuận,Nhân viên kinh doanh,CV2023-26739
CÔNG TY TNHH TM DV LKQ,13/06/2023,Nhân viên,0.0,Cao đẳng,Không yeu cau,Thoả thuận,NHÂN VIÊN KINH DOANH,CV2023-26742
CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI MF,15/06/2023,Nhân viên,35.0,Trung cấp,Không yeu cau,Thoả thuận,NHÂN VIÊN BÁN HÀNG,CV2022-26402
KHÁCH SẠN - NHÀ HÀNG LÚA ĐẠI VIỆT,15/06/2023,Nhân viên,45.0,Trung học phổ thông,một,Thoả thuận,NHÂN VIÊN BẢO VỆ,CV2023-26701
CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI MF,16/06/2023,Nhân viên,35.0,Trung cấp,Không yeu cau,Thoả thuận,NHÂN VIÊN BÁN HÀNG,CV2023-26749
cty TNHH TMDV T&N Solutions,19/06/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,9.000.000VNĐ,BỐC XẾP (lao động phổ thông) (ctv),CV2023-26747
TƯ NHÂN – CHỊ HUYỀN (CÔNG TY ƯU THẾ DU LỊCH),19/06/2023,Nhân viên,60.0,Lao động phổ thông,Không yeu cau,8.000.000VNĐ,GIÚP VIỆC NHÀ (BAO ĂN Ở) (ctv),CV2022-26572
Công ty TNHH ALPHA Việt Nam (KIRIFURI),20/06/2023,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,6.000.000VNĐ,GIAO HÀNG,CV2022-26535
CTY TƯ VẤN XÂY DỰNG HOÀNG LÊ,21/06/2023,Nhân viên,,Trung cấp,Không yeu cau,9.000.000VNĐ,KẾ TOÁN NỘI BỘ CÔNG TRÌNH/ KẾ TOÁN TỔNG HỢP (CTV),CV2023-26741
CTY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ PHÚC NGUYỄN,21/06/2023,Nhân viên,22.0,Lao động phổ thông,một,9.000.000VNĐ,KẾ TOÁN KHO (CTV),CV2023-26689
CTY CP HỌC VIỆN ĐÀO TẠO CMA,21/06/2023,Nhân viên,,Trung cấp,Không yeu cau,7.000.000VNĐ,Kế toán (CTV),CV2023-26684
CÔNG TY TNHH MTV MINH ANH HÙNG THỊNH,23/06/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN KINH DOANH / TELESALES,CV2023-26756
KHÁCH SẠN - NHÀ HÀNG LÚA ĐẠI VIỆT,23/06/2023,Nhân viên,,Chứng chỉ - Sơ cấp nghề,Không yeu cau,Thoả thuận,PHA CHẾ QUẦY BAR / PHỤC VỤ / BẾP ÂU,CV2023-26705
SHOP TRÁI CÂY NGỌC HẢO,30/06/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,9.000.000VNĐ,BÁN TRÁI CÂY (bao ăn) (CTV),CV2023-26659
CÔNG TY TNHH WAKYO MAGALL,07/07/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,6.000.000VNĐ,LAO ĐỘNG PHỔ THÔNG,CV2023-26727
CÔNG TY TNHH THỊNH PHÁT,11/07/2023,Nhân viên,18.0,Trung học phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN PHÁT TRIỂN THỊ TRƯỜNG,CV2023-26761
CÔNG TY CỔ PHẦN SẢN XUẤT THƯƠNG MẠI ĐẠI ĐOÀN KẾT,13/07/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,6.500.000VNĐ,NHÂN VIÊN KINH DOANH / CHĂM SÓC KHÁCH HÀNG / PHỤ BẾP,CV2023-26702
Công Ty TNHH Dược Phẩm Và Trang Thiết Bị Y Tế Uss Pharma Liên Doanh Copharma,13/07/2023,Nhân viên,0.0,Cao đẳng,Không yeu cau,Thoả thuận,KẾ TOÁN KHO/ THẦU/ HÀNH CHÍNH VĂN PHÒNG/ CSKH,CV2023-26735
CÔNG TY TNHH BEN COFFEE HOUSE,13/07/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,6.000.000VNĐ,PHỤC VỤ / PHA CHẾ,CV2022-26565
CÔNG TY TNHH SÀI GÒN MAY MẶC XUẤT KHẨU,17/07/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,Thoả thuận,"KỸ THUẬT MAY, TỔ TRƯỞNG MAY, CÔNG NHÂN MAY MẶC (CTV)",CV2023-26748
CÔNG TY TNHH THƯƠNG MẠI ĐĂNG NHẬT - QUẬN 10,18/07/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,6.000.000VNĐ,TELESALES / TÀI XẾ / KIỂM HÀNG,CV2023-26592
CÔNG TY TNHH MTV DV  KỸ THUẬT & THƯƠNG MẠI NGỌC MINH,18/07/2023,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,10.000.000VNĐ,NHÂN VIÊN TÀI XẾ,CV2022-26384
C.TY TNHH TM DV XUẤT NHẬP KHẨU TẤT HỮU HƯNG,18/07/2023,Nhân viên,21.0,Cao đẳng,Không yeu cau,Thoả thuận,NHÂN VIÊN GIAO NHẬN XUẤT NHẬP KHẨU,CV2023-26766
TRƯỜNG THPT THỦ KHOA HUÂN,25/07/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,Thoả thuận,BẢO VỆ TRƯỜNG HỌC CTV (CÓ CHỖ Ở LẠI),CV2023-26769
TRƯỜNG THPT THỦ KHOA HUÂN,29/07/2023,Nhân viên,,Chứng chỉ - Sơ cấp nghề,Không yeu cau,Thoả thuận,BẾP TRƯỞNG (BAO Ở),CV2023-26775
"TRUNG TÂM GIỐNG CÂY TRỒNG, VẬT NUÔI VÀ THUỶ SẢN",03/08/2023,Nhân viên,0.0,Trung cấp,Không yeu cau,Thoả thuận,"HÀNH CHÍNH TỔNG HỢP, KẾ TOÁN, KIỂM TRA CHẤT LƯỢNG, DỊCH VỤ CUNG ỨNG GIỐNG",CV2023-26718
CÔNG TY TNHH DU LỊCH KIM,03/08/2023,Nhân viên,30.0,Trung cấp,Không yeu cau,Thoả thuận,NHÂN VIÊN TƯ VẤN,CV2023-26777
TRƯỜNG THPT THỦ KHOA HUÂN,15/08/2023,Nhân viên,55.0,Lao động phổ thông,Không yeu cau,8.000.000VNĐ,PHỤ BẾP (BAO ĂN Ở) CTV,CV2023-26781
TƯ NHÂN ANH THÀNH,17/08/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,10.000.000VNĐ,LAO ĐỘNG PHỔ THÔNG (BAO Ở) CTV,CV2023-26783
CÔNG TY CỔ PHẦN THÉP VIỆT THÀNH LONG AN,18/08/2023,Nhân viên,30.0,Cao đẳng,Không yeu cau,7.000.000VNĐ,KẾ TOÁN,CV2023-26784
DỊCH VỤ BẢO VỆ CÔNG THỊNH,19/08/2023,Nhân viên,60.0,Lao động phổ thông,Không yeu cau,Thoả thuận,BẢO VỆ (CTV),CV2023-26785
PHÒNG ĐẠO TẠO - TRUNG TÂM DỊCH VỤ VIỆC LÀM THANH NIÊN TP. HCM,23/08/2023,Nhân viên,35.0,Đại học,Không yeu cau,Thoả thuận,GIÁO VIÊN TIN HỌC CẤP TIỂU HỌC,CV2023-26758
CÔNG TY TNHH KUMHO SAMCO BUSLINES,25/08/2023,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,8.000.000VNĐ,TỔNG ĐÀI VIÊN (biết tiếng Kmer) ctv,CV2023-26787
TỔ CHỨC TÀI CHÍNH VI MÔ CEP,28/08/2023,Nhân viên,0.0,Đại học,Không yeu cau,Thoả thuận,Nhân viên tín dụng,CV2023-26788
CÔNG TY TNHH KIM KHÍ ĐIỆN MÁY NỘI THẤT BẢO ĐỨC,06/09/2023,Nhân viên,0.0,Trung cấp,Không yeu cau,10.000.000VNĐ,SALE/ CƠ ĐIỆN LẠNH,CV2023-26780
CÔNG TY TNHH HASU ASIA,06/09/2023,Nhân viên,21.0,Lao động phổ thông,Không yeu cau,Thoả thuận,KẾ TOÁN / VĂN PHÒNG,CV2022-26556
CÔNG TY TNHH KIM KHÍ ĐIỆN MÁY NỘI THẤT BẢO ĐỨC,07/09/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,Thoả thuận,SALE/TÀI XẾ/ GIÚP VIỆC [gói GTLĐ],CV2023-26779
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ DU LỊCH THÔNG THIÊN,07/09/2023,Nhân viên,,Trung học phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN KINH DOANH,CV2023-26792
GIÚP VIỆC NHÀ (BAO ĂN Ở) CHỊ TRANG,08/09/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,7.000.000VNĐ,GIÚP VIỆC NHÀ (BAO ĂN Ở) CHỊ TRANG,CV2023-26793
KHÁCH SẠN - NHÀ HÀNG LÚA ĐẠI VIỆT,12/09/2023,Nhân viên,45.0,Lao động phổ thông,Không yeu cau,10.000.000VNĐ,NHÂN VIÊN BUỒNG PHÒNG,CV2023-26795
TRƯỜNG THPT THỦ KHOA HUÂN,12/09/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,Thoả thuận,BẾP TRƯỞNG + PHỤ BẾP (TRƯỜNG HỌC BAO Ở),CV2023-26796
CÔNG TY TNHH BĐS LÂM THỊ,12/09/2023,Nhân viên,0.0,Cao đẳng,Không yeu cau,12.000.000VNĐ,KẾ TOÁN / TRỢ LÝ VĂN PHÒNG / KINH DOANH,CV2023-26797
BÁNH MÌ CHÀNG MẬP (CTV),16/09/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,25.000VNĐ,NHÂN VIÊN BÁN BÁNH MÌ/ PHỤ BÁN BÁNH MÌ (CTV),CV2023-26799
cửa hàng sơn nước,19/09/2023,Nhân viên,17.0,Lao động phổ thông,Không yeu cau,8.000.000VNĐ,PHỤ BÁN HÀNG (BAO ĂN) (gói CTV),CV2023-26669
CÔNG TY KOMPONG DEWA,19/09/2023,Nhân viên,,Trung cấp,Không yeu cau,Thoả thuận,CSKH/ Conten Marketing/ Digital Marketing,CV2023-26789
GÀ RÁN PAPA’S CHICKEN (VIỆT AN),22/09/2023,Nhân viên,0.0,Cao đẳng,hai,Thoả thuận,Digital Marketing Executive,CV2023-26805
CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN VÀ THƯƠNG MẠI QUỐC TẾ VIỆT AN,03/10/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,Thoả thuận,PHỤC VỤ QUÁN GÀ RÁN,CV2023-26763
CÔNG TY TNHH BEN COFFEE HOUSE,03/10/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,7.000.000VNĐ,PHỤC VỤ / PHA CHẾ / BẾP CHÍNH / PHỤ BẾP,CV2022-26163
Công ty TNHH Xe Điện Sài Gòn,04/10/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN BÁN XE ĐẠP ĐIỆN,CV2023-26790
CTY TNHH TM DV VTO PHÚC THỊNH,06/10/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,250.000VNĐ,ĐÓNG GÓI HÀNG HOÁ,CV2023-26800
CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VÀ  CHẾ BIẾN THỰC PHẨM MINH ĐỨC,06/10/2023,Nhân viên,45.0,Trung cấp,Không yeu cau,Thoả thuận,TRỢ LÝ GIÁM ĐỐC / GIAO DỊCH VIÊN / KẾ TOÁN / KỸ SƯ NÔNG NGHIỆP,CV2023-26760
NGÂN HÀNG PHƯƠNG ĐÔNG OCB,09/10/2023,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,35.000.000VNĐ,TRƯỞNG NHÓM KINH DOANH/NHÂN VIÊN TÍN DỤNG,CV2022-26361
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ H.C,16/10/2023,Nhân viên,2.0,Trung cấp,Không yeu cau,8.000.000VNĐ,NHÂN VIÊN BÁN HÀNG (CTV),CV2023-26810
TỔ CHỨC TÀI CHÍNH VI MÔ CEP,17/10/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,Thoả thuận,Thủ quỹ / Chuyên viên Công nghệ thông tin / Nhân viên tín dụng,CV2023-26647
CT ĐT TÀI CHÍNH NHÀ NƯỚC TP. HỒ CHÍ MINH,17/10/2023,Nhân viên,,Đại học,Không yeu cau,15.000.000VNĐ,"NHÂN VIÊN PHÒNG TÍN DỤNG, PHÒNG THẨM ĐỊNH",CV2023-26806
CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ BAMBOO,19/10/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,5.000.000VNĐ,NHÂN VIÊN PHỤC VỤ,CV2023-26814
Công ty TNHH Sản Xuất Bao Bì Dương Vinh Hoa,23/10/2023,Nhân viên,0.0,Lao động phổ thông,hai,Thoả thuận,NHÂN VIÊN TÀI XẾ,CV2023-26817
CT TNHH TMDV DU LỊCH & VẬN TẢI CM,24/10/2023,Nhân viên,,Lao động phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN KINH DOANH BÁN VÉ XE ( Trong Sân Bay),CV2023-26818
CTY TNHH MỸ PHẨM MIRA,26/10/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,8.000.000VNĐ,NHÂN VIÊN LÀM VƯỜN (BAO Ở),CV2023-26816
CÔNG TY DU LỊCH HOA SEN VIỆT NAM,26/10/2023,Nhân viên,0.0,Trung học phổ thông,Không yeu cau,7.000.000VNĐ,SEO Marketing online/ Phụ việc văn phòng Sale tour du lịch.,CV2023-26737
CÔNG  TY TNHH CƠ ĐIỆN LQC,30/10/2023,Nhân viên,20.0,Trung học phổ thông,một,Thoả thuận,GIÁM SÁT THI CÔNG/ KỸ SƯ THIẾT KẾ/ KẾ TOÁN (giám sát thi công hệ thống điều hòa thông gió/ kỹ sư thiết kế đấu thầu hệ thống điều hòa thông gió/ kế toán viên),CV2023-26820
AGRIBank Chi Nhánh 3,31/10/2023,Nhân viên,0.0,Đại học,Không yeu cau,Thoả thuận,NHÂN VIÊN TÍN DỤNG - KẾ TOÁN VIÊN,CV2023-26823
KHÁCH SẠN VŨ GIA,01/11/2023,Nhân viên,45.0,Trung học phổ thông,Không yeu cau,Thoả thuận,LỄ TÂN KHÁCH SẠN,CV2023-26824
CTY TNHH MỸ PHẨM MIRA,04/11/2023,Nhân viên,50.0,Lao động phổ thông,Không yeu cau,8.000.000VNĐ,BẢO VỆ GIỮ XE (CA ĐÊM) (GOI CTV),CV2023-26815
CÔNG TY TNHH DƯỢC HỒNG LỘC PHÁT,07/11/2023,Nhân viên,30.0,Trung cấp,Không yeu cau,8.000.000VNĐ,TRÌNH DƯỢC VIÊN BỆNH VIỆN ETC,CV2023-26825
công ty tnhh phan bảo thiên,09/11/2023,Nhân viên,30.0,Cao đẳng,Không yeu cau,9.500.000VNĐ,NHÂN VIÊN BÁN HÀNG VÀ CHĂM SÓC KHÁCH HÀNG,CV2023-26826
Quán APP COFFEE,11/11/2023,Nhân viên,0.0,Lao động phổ thông,Không yeu cau,Thoả thuận,NHÂN VIÊN PHỤC VỤ,CV2023-26827
